id,createdAt,updatedAt,uploadedUrl,streamableUrl,transcodeJobId,transcodeStatus,transcodeMessage,duration,speech_label,speech_ratio,speech_duration_seconds,total_duration_seconds,speech_segment_count,processing_status,processing_error,transcript,language,language_probability,audio_duration_seconds,segment_count,transcription_status,transcription_error
8175d02c-4cd1-422d-acde-72d9fd95268d,2021-04-14 02:42:36.634675,2021-04-14 02:47:36.775662,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618368156439.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618368156439.mp3,1618368156546-0odu31,Complete,Transcode job 1618368156546-0odu31 was completed.,8.0,speech,0.4614255252210998,3.3000000000000007,7.15175,3.0,completed,,"Testing, testing, testing. One, two.",en,0.8707844614982605,7.15175,1,completed,
2c16fe40-c1b1-4eed-969e-2e7d9e4577f5,2021-04-15 19:30:56.488163,2021-04-15 19:35:56.602194,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618515056253.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618515056253.mp3,1618515056377-k6ing1,Complete,Transcode job 1618515056377-k6ing1 was completed.,6.0,speech,0.954863225586437,4.9,5.131625,1.0,completed,,"Test, test, test, test, test, test, test.",en,0.5166053771972656,5.131625,1,completed,
23195349-89ec-4aa6-adbf-a38775209c77,2021-04-21 00:57:22.843843,2021-04-21 01:02:22.982061,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966642623.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966642623.mp3,1618966642752-juqsce,Complete,Transcode job 1618966642752-juqsce was completed.,3.0,speech,0.9854239375898174,2.7,2.7399375,1.0,completed,,Like I'm sharing something right now during the meeting.,en,0.9314388632774352,2.7399375,1,completed,
784a48b2-d020-4c86-8e14-0289d09c31f9,2021-04-21 01:02:54.275090,2021-04-21 01:07:54.382523,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966974123.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966974123.mp3,1618966974199-8djzsw,Complete,Transcode job 1618966974199-8djzsw was completed.,4.0,speech,0.3966637743266457,1.4000000000000004,3.5294375,2.0,completed,,let's see recording,en,0.8422291874885559,3.5294375,1,completed,
e1d440d4-6b72-427d-a681-1308ff193023,2021-04-21 00:58:45.697838,2021-04-21 01:03:45.839769,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1618966725534.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1618966725534.mp3,1618966725609-s2w066,Complete,Transcode job 1618966725609-s2w066 was completed.,11.0,speech,0.8417498118909396,8.6,10.2168125,2.0,completed,,"Yeah, that's reported as a bug as well. It's already as a bug. It should just stop, save what is there, and that's it.",en,0.9713487029075624,10.2168125,3,completed,
15e5670d-1018-4d23-935b-0695f38ffa7d,2021-04-22 15:58:44.735645,2021-04-22 16:03:44.847029,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619107124503.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619107124503.mp3,1619107124608-gunwzm,Complete,Transcode job 1619107124608-gunwzm was completed.,4.0,speech,0.4306596546440845,1.2999999999999998,3.018625,1.0,completed,,Test Recording,en,0.8943629860877991,3.018625,1,completed,
ea39e580-d6fb-4052-af48-4439fee24ff6,2021-04-21 18:42:48.697394,2021-04-21 18:47:48.831901,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619030568332.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619030568332.mp3,1619030568481-hz33dy,Complete,Transcode job 1619030568481-hz33dy was completed.,14.0,speech,0.6531725523973587,9.1,13.932,5.0,completed,,This is a test. Let's see if this test gets posted or if there's a hiccup. Test test.,en,0.9603976011276244,13.932,1,completed,
cce59760-efbb-4ca9-93a0-b2faccfb2feb,2021-04-24 14:06:27.608523,2021-04-24 14:11:27.741063,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619273187329.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619273187329.mp3,1619273187497-rrfiix,Complete,Transcode job 1619273187497-rrfiix was completed.,3.0,speech,0.6799990555568672,1.8,2.6470625,2.0,completed,,"No se están, no se están...",es,0.93607497215271,2.6470625,1,completed,
d752fdbb-e9d5-41af-ac31-05eddfa18e3f,2021-04-24 21:06:58.475464,2021-04-24 21:11:58.596340,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619298418178.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619298418178.mp3,1619298418391-yi3sm1,Complete,Transcode job 1619298418391-yi3sm1 was completed.,11.0,speech,0.4973021359126739,5.000000000000002,10.05425,6.0,completed,,"Test, test, test, test, one, test, test.",en,0.7853195667266846,10.05425,1,completed,
1dff287a-bf34-4e80-9505-52766d2bfda8,2021-02-09 17:49:14.799697,2021-02-09 17:49:14.799697,https://says-api-uploaded-audio-dev.s3.amazonaws.com/saysuseraudio1612892954609.m4a,https://says-api-streamable-audio-dev.s3.amazonaws.com/saysuseraudio1612892954609.mp3,1612892954758-rkkrui,Submitted,,,speech,0.7935898526753565,23.9,30.1163125,8.0,completed,,"Won't we change the way we're about to stay with Fortress of the Clouds? Fortress of the Clouds. Like the protective atmosphere that's trapping the greenhouse gases in but is also keeping us safe from cosmic rays and space debris. Yeah, Fortress of the Clouds. It's kind of catchy, right? Yeah.",en,0.9950384497642516,30.1163125,7,completed,
129c1dc3-d9af-45e3-bba1-c9d0f57640d3,2021-04-24 21:56:22.677359,2021-04-24 22:01:22.815019,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619301382507.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619301382507.mp3,1619301382587-nsemuu,Complete,Transcode job 1619301382587-nsemuu was completed.,4.0,speech,0.6962800593127458,2.7,3.87775,1.0,completed,,"Hey gang, this is a test. How are you?",en,0.8129665851593018,3.87775,1,completed,
a06ea007-86db-488f-a178-072b77dd8843,2021-04-27 19:07:46.416346,2021-04-27 19:12:46.533964,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619550466247.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619550466247.mp3,1619550466342-pvfxpr,Complete,Transcode job 1619550466342-pvfxpr was completed.,6.0,speech,0.4226149298786241,2.1000000000000005,4.9690625,3.0,completed,,테스트 테스트 테스트,ko,0.2581140697002411,4.9690625,1,completed,
51d9300a-dc7d-4758-af24-ebdf846d8d19,2021-04-25 23:46:49.056699,2021-04-25 23:51:49.157713,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619394408758.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619394408758.mp3,1619394408891-bxg0jy,Complete,Transcode job 1619394408891-bxg0jy was completed.,18.0,speech,0.7593129956274296,13.1,17.2524375,4.0,completed,,"Making this post in celebration of Elias' first post to show up on my stream. I thought I would get to hear your voice. But hey, hearing you tap is a good start. Happy Sunday.",en,0.973638355731964,17.2524375,4,completed,
2567a9a7-f8c3-4093-923d-feb3bb2909c9,2021-04-27 21:24:35.437551,2021-04-27 21:29:35.516776,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619558675168.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619558675168.mp3,1619558675332-1zlcny,Complete,Transcode job 1619558675332-1zlcny was completed.,7.0,speech,0.2410437193045888,1.4999999999999996,6.2229375,2.0,completed,,Test Provando Test,nn,0.2915348410606384,6.2229375,3,completed,
15b0b948-690e-4b03-9dcb-631caccc2f5d,2021-04-29 16:09:52.172574,2021-04-29 16:14:52.271165,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619712591934.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619712591934.mp3,1619712592077-gx7feo,Complete,Transcode job 1619712592077-gx7feo was completed.,6.0,speech,0.4341361233814861,2.5,5.7585625,3.0,completed,,"Test, test, test, test, test.",en,0.6988178491592407,5.7585625,1,completed,
637f50bc-e5aa-4037-87e1-cdb284ec5559,2021-04-30 05:06:54.778097,2021-04-30 05:11:54.892324,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619759214542.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619759214542.mp3,1619759214685-z2m8nc,Complete,Transcode job 1619759214685-z2m8nc was completed.,8.0,speech,0.4600565486174341,3.6,7.825125,2.0,completed,,"Testing, testing, testing, testing, testing.",en,0.8363939523696899,7.825125,1,completed,
86f7c9ee-0eb0-4937-a476-a0fd36affc61,2021-04-30 15:03:04.413745,2021-04-30 15:08:04.516343,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619794984113.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619794984113.mp3,1619794984230-g75ssd,Complete,Transcode job 1619794984230-g75ssd was completed.,4.0,speech,0.200976169968418,0.7000000000000002,3.483,1.0,completed,,Bruh,en,0.7396570444107056,3.483,1,completed,
3ddb2c52-c5b6-4925-a878-f6243cd59c81,2021-04-30 15:04:59.275974,2021-04-30 15:09:59.376547,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619795099058.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619795099058.mp3,1619795099200-3kdyiz,Complete,Transcode job 1619795099200-3kdyiz was completed.,11.0,speech,0.5279091440578385,5.7,10.7973125,3.0,completed,,"What's up team? Just hopping on to wish everyone a happy, happy Friday.",en,0.9864370226860046,10.7973125,1,completed,
6352aabe-739c-4d1b-b822-3cbd78a5923c,2021-04-30 16:25:00.016342,2021-04-30 16:30:00.154016,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619799899603.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619799899603.mp3,1619799899896-643iy4,Complete,Transcode job 1619799899896-643iy4 was completed.,7.0,speech,0.6258789781035494,4.2,6.7105625,1.0,completed,,"Just testing the new release. Testing, testing, testing.",en,0.9116196036338806,6.7105625,1,completed,
46d4e5a0-102e-4b3f-9e75-96e1c2b17fec,2021-05-01 22:33:22.858552,2021-05-01 22:38:23.011846,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1619908402633.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1619908402633.mp3,1619908402769-m9934o,Complete,Transcode job 1619908402769-m9934o was completed.,8.0,speech,0.3775299751808998,2.7000000000000006,7.15175,2.0,completed,,"It's Saturday, just a quick test.",en,0.9654648303985596,7.15175,1,completed,
b82e2bfc-9de1-4137-8e9b-7a94d18385f5,2021-05-05 14:59:27.398192,2021-05-05 15:04:27.530592,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1620226765733.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1620226765733.mp3,1620226765886-xlmg8h,Complete,Transcode job 1620226765886-xlmg8h was completed.,11.0,speech,0.5509547011931613,6.0,10.8901875,2.0,completed,,"Hey everyone, it's Wednesday, May 5th, and I hope you have a wonderful day.",en,0.9805697798728944,10.8901875,1,completed,
4325ec54-c092-40d6-acfe-bcd29f271fa9,2021-05-05 02:09:17.440416,2021-05-05 02:14:17.588605,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1620180557187.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1620180557187.mp3,1620180557356-nclf83,Complete,Transcode job 1620180557356-nclf83 was completed.,30.0,speech,0.7081394312961069,20.866125,29.466125,6.0,completed,,"1-0-2 remaining in the fourth year. Harvey Irving wins the Nets closer with a four with a couple of free throws. He's having his best year at the Charity Strike. 93% free throw shooter. And he's three out of four tonight. Coming up, second game of our doubleheader here on TNT Tuesday. It's the Raptors and the Clippers. Here's the former.",en,0.9726117253303528,29.466125,8,completed,
846aa572-5f33-48a4-a067-f1295ee6f172,2021-05-06 20:22:23.848497,2021-05-06 20:27:23.975424,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1620332543475.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1620332543475.mp3,1620332543753-02941u,Complete,Transcode job 1620332543753-02941u was completed.,54.0,speech,0.7308234581279639,39.2,53.638125,15.0,completed,,all right I think I think I'll make a habit of periodically posting quotes that I dug I have a running list on a note stock of random quotes that stuck out to me so let's give this a try and I'll occasionally post additional ones so quote of the day for Thursday May 6 comes from Albert Einstein Albert says I have no special talent I am only passionately curious so that's the quote of the day one that stumbled upon a while ago and has remained in a list of quotes that I dug anyhow happy Thursday,en,0.9997485280036926,53.638125,6,completed,
50414907-f61c-42dc-b3e4-6044794a9985,2021-05-17 22:47:29.307656,2021-05-17 22:52:29.448943,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621291649026.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621291649026.mp3,1621291649213-op8ta4,Complete,Transcode job 1621291649213-op8ta4 was completed.,4.0,speech,0.93934339222079,3.09725,3.29725,2.0,completed,,"Y si está cayendo a la... Si, esto se llama al back...",es,0.9584672451019288,3.29725,2,completed,
a3a77e76-6b70-48b4-92ab-8458858c29a4,2021-05-18 17:49:38.793193,2021-05-18 17:54:38.955272,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621360178514.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621360178514.mp3,1621360178693-cb7psp,Complete,Transcode job 1621360178693-cb7psp was completed.,6.0,speech,0.2587680791090984,1.3999999999999997,5.41025,1.0,completed,,테스트,ko,0.3978191912174225,5.41025,1,completed,
f40ee37b-eddb-4c63-bdd9-d99c74f0568c,2021-05-08 19:09:20.039218,2021-05-08 19:14:20.196497,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1620500959807.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1620500959807.mp3,1620500959943-atlqv5,Complete,Transcode job 1620500959943-atlqv5 was completed.,6.0,speech,0.2916827521125553,1.7000000000000002,5.82825,1.0,completed,,"Hello, I'm Dada.",jw,0.3958185315132141,5.82825,1,completed,
61a6f0ab-c2c2-412b-b6eb-1e3afa0b0636,2021-05-18 18:25:00.465882,2021-05-18 18:30:06.517677,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621362300265.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621362300265.mp3,1621362300369-5i6c9o,Complete,Transcode job 1621362300369-5i6c9o was completed.,8.0,speech,0.5823885417856153,4.462625,7.662625,3.0,completed,,"My second favorite band, but the thing is, it goes way back for me. I grew up watching the Trolls.",en,0.9226948022842408,7.662625,1,completed,
77920485-ff3a-48d1-bcc9-8574426cdb16,2021-11-14 02:04:10.990265,2021-11-14 02:04:41.069240,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1636855450729.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1636855450729.mp3,1636855450893-cs20cv,Complete,Transcode job 1636855450893-cs20cv was completed.,90.0,speech,0.2645602314064808,23.699999999999992,89.582625,11.0,completed,,"I'm pre-gaming at the bar at the House of Blues. I grabbed a couple of drinks before the Tobey and the Wigwes show. Pretty good. The Suitcase Man. Oh, there's no stage. The Suitcase Man. Well, it's hard to tell, it's hard to tell. All your love's in vain. All my love's in vain. All my love's in vain. All my love's in vain. Well, the train pulled into the station. Thanks my man. Can I get a pass? Pass the line. Well, the train pulled into the station. Basically it's part of the recede. Oh cool. Can I get you a drink? Do you want a short or tall? Short. Oh",en,0.9800155758857728,89.582625,22,completed,
6741b9e2-dc09-4a8f-8b8a-26c788d75971,2021-05-18 18:25:35.770535,2021-05-18 18:30:35.887984,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621362335557.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621362335557.mp3,1621362335678-as0i4o,Complete,Transcode job 1621362335678-as0i4o was completed.,10.0,speech,0.2856436595347304,2.6,9.10225,3.0,completed,,Ciro the Alien and Kevin Eastman. Ciro is a way back from the Misfits and Titans. He's the director of the Misfits and Titans.,en,0.9444674849510192,9.10225,3,completed,
23df8f45-a50e-437f-a7c8-5ee06b2c0f16,2021-05-18 23:15:43.827228,2021-05-18 23:20:43.950319,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621379743571.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621379743571.mp3,1621379743724-fpmnas,Complete,Transcode job 1621379743724-fpmnas was completed.,8.0,speech,0.7826308460415039,5.76075,7.36075,1.0,completed,,he was the last guy to make baseball cool he listened to rap he wore a gold chain he wanted,en,0.9184362292289734,7.36075,1,completed,
4122448d-1c01-4d67-96fe-a708dbe46621,2021-05-19 20:07:19.317526,2021-05-19 20:12:19.399062,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621454839122.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621454839122.mp3,1621454839242-9x1tvd,Complete,Transcode job 1621454839242-9x1tvd was completed.,5.0,speech,0.5846370356201068,2.6743125,4.5743125,1.0,completed,,probando probando probando,es,0.5588896870613098,4.5743125,1,completed,
170a0781-2348-4235-a017-c922f42a3114,2021-05-19 20:18:25.055837,2021-05-19 20:23:25.223819,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621455504750.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621455504750.mp3,1621455504911-m18uir,Complete,Transcode job 1621455504911-m18uir was completed.,9.0,speech,0.4272903606667979,3.8,8.89325,5.0,completed,,"Тест, тест, тест, тест, тест.",ru,0.2643723487854004,8.89325,1,completed,
0b26fb9e-b22a-48ae-99c7-d3403bfb5421,2021-05-19 20:38:08.528826,2021-05-19 20:43:08.630722,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621456688282.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621456688282.mp3,1621456688428-bjmu3g,Complete,Transcode job 1621456688428-bjmu3g was completed.,5.0,speech,0.4808383311774005,2.3,4.7833125,2.0,completed,,Prueba 1,es,0.830942690372467,4.7833125,1,completed,
21d7ab49-0ef3-42c9-bd35-9752ef14ec70,2021-05-19 20:57:26.014984,2021-05-19 21:02:26.153323,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621457845775.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621457845775.mp3,1621457845903-led1am,Complete,Transcode job 1621457845903-led1am was completed.,4.0,speech,0.4842369931016697,1.87775,3.87775,1.0,completed,,"Test, test, test, test",nn,0.3205654323101043,3.87775,1,completed,
734a1efc-a505-4527-bfcf-00ce8c82c1c8,2021-05-20 16:18:15.134128,2021-05-20 16:23:15.254473,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621527494788.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621527494788.mp3,1621527494966-93o1e6,Complete,Transcode job 1621527494966-93o1e6 was completed.,7.0,speech,0.4913605448321335,3.4,6.9195625,2.0,completed,,"This is a test, test, test, test.",en,0.4288474321365356,6.9195625,1,completed,
acffa0fd-0a4d-4c42-a88b-d1c8a90805ec,2021-05-21 18:24:25.613949,2021-05-21 18:29:25.744679,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621621465411.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621621465411.mp3,1621621465524-x3pf7y,Complete,Transcode job 1621621465524-x3pf7y was completed.,6.0,speech,0.2058937073735684,1.2000000000000002,5.82825,1.0,completed,,"Hello, hello, hello, hello.",en,0.5140750408172607,5.82825,1,completed,
eac76972-dd00-4561-8646-c5192ab43983,2021-05-23 01:16:03.080257,2021-05-23 01:21:03.248883,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621732562638.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621732562638.mp3,1621732562989-sokfa6,Complete,Transcode job 1621732562989-sokfa6 was completed.,5.0,speech,0.7039701847921737,3.4000000000000004,4.82975,1.0,completed,,"Random, random, random, random.",en,0.935288667678833,4.82975,1,completed,
2c54f4a9-5bf0-4210-af7b-c149c749c9e4,2021-05-25 21:02:25.036058,2021-05-25 21:07:25.197898,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621976544765.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621976544765.mp3,1621976544926-alytqt,Complete,Transcode job 1621976544926-alytqt was completed.,5.0,speech,0.4263994563406932,2.0,4.6904375,1.0,completed,,Prueba 1,es,0.9005247950553894,4.6904375,1,completed,
0ac02103-cb81-445c-9c01-700e3aafa802,2021-05-23 01:18:05.768620,2021-05-23 01:23:05.888763,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621732685493.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621732685493.mp3,1621732685690-br9ij2,Complete,Transcode job 1621732685690-br9ij2 was completed.,5.0,speech,0.9228448467101468,3.9,4.2260625,1.0,completed,,"This is a really good podcast, right?",en,0.9950560331344604,4.2260625,1,completed,
e0a59939-d328-4083-9e55-6d7674430bdb,2021-05-25 21:03:05.370652,2021-05-25 21:08:05.457678,https://says-api-uploaded-audio.s3.amazonaws.com/saysuseraudio1621976585142.m4a,https://says-api-streamable-audio.s3.amazonaws.com/saysuseraudio1621976585142.mp3,1621976585250-l6vywk,Complete,Transcode job 1621976585250-l6vywk was completed.,6.0,speech,0.4394541978862253,2.5,5.688875,1.0,completed,,Prueba 3,es,0.8973985314369202,5.688875,1,completed,
